Year,Street,Cross Reference,AADT,Total Coll,Prop Damage Coll,Total Injury Coll,Major Injury Coll,Minor Injury Coll,Fatal Coll,# of Injuries,# of Fatalities,Collision Rate,Prop Damage Rate,Injury Coll Rate,Minor Inj Rate,Major Inj Rate,Fatal Coll Rate,HSIP Safety Index
2002,"I STREET, ANCHORAGE","WEST 10TH AVENUE, ANCHORAGE",17100,3,2,1,0,1,0,2,0,0.48,0.32,0.16,0.16,0,0,0.39
2002,"I STREET, ANCHORAGE","WEST 11TH AVENUE, ANCHORAGE",17600,1,1,0,0,0,0,0,0,0.16,0.16,0,0,0,0,0.09
2002,"I STREET, ANCHORAGE","WEST 13TH AVENUE, ANCHORAGE",18400,1,1,0,0,0,0,0,0,0.15,0.15,0,0,0,0,0.08
2002,"I STREET, ANCHORAGE","WEST 15TH AVENUE, ANCHORAGE",18900,15,5,9,1,8,1,11,1,2.16,0.72,1.3,1.16,0.14,0.14,1.23
2002,"I STREET, ANCHORAGE","WEST 4TH AVENUE, ANCHORAGE",7700,3,2,1,0,1,0,1,0,1.08,0.72,0.36,0.36,0,0,0.48
2002,"I STREET, ANCHORAGE","WEST 5TH AVENUE, ANCHORAGE",13900,12,10,2,0,2,0,2,0,2.36,1.97,0.39,0.39,0,0,1.09
2002,"I STREET, ANCHORAGE","WEST 6TH AVENUE, ANCHORAGE",16400,15,15,0,0,0,0,0,0,2.51,2.51,0,0,0,0,1.2
2002,"I STREET, ANCHORAGE","WEST 7TH AVENUE, ANCHORAGE",13400,4,4,0,0,0,0,0,0,0.81,0.81,0,0,0,0,0.63
2002,"I STREET, ANCHORAGE","WEST 9TH AVENUE, ANCHORAGE",21500,7,5,2,0,2,0,3,0,0.89,0.64,0.25,0.25,0,0,0.52
2002,"INDEPENDENCE DRIVE, ANCHORAGE","VANGUARD DRIVE, ANCHORAGE",4400,1,0,1,0,1,0,1,0,0.62,0,0.62,0.62,0,0,0.32
2002,"INDUSTRY WAY, ANCHORAGE","OLD SEWARD HIGHWAY, ANCHORAGE",16400,4,2,1,0,1,1,2,1,0.67,0.33,0.17,0.17,0,0.17,0.55
2002,"INGRA STREET, ANCHORAGE","EAST 12TH AVENUE, ANCHORAGE",23000,3,2,1,0,1,0,1,0,0.36,0.24,0.12,0.12,0,0,0.32
2002,"INGRA STREET, ANCHORAGE","EAST 14TH AVENUE, ANCHORAGE",23500,1,1,0,0,0,0,0,0,0.12,0.12,0,0,0,0,0.08
2002,"INGRA STREET, ANCHORAGE","EAST 7TH AVENUE, ANCHORAGE",17900,4,3,1,0,1,0,2,0,0.61,0.46,0.15,0.15,0,0,0.51
2002,"INGRA STREET, ANCHORAGE","EAST 9TH AVENUE, ANCHORAGE",29800,12,7,5,1,4,0,8,0,1.1,0.64,0.46,0.37,0.09,0,0.69
2002,"JAMESTOWN DRIVE, ANCHORAGE","ELCADORE DRIVE, ANCHORAGE (MID)",3300,6,6,0,0,0,0,0,0,4.98,4.98,0,0,0,0,1.88
2002,"JAMESTOWN DRIVE, ANCHORAGE","INDEPENDENCE DRIVE, ANCHORAGE",3400,1,0,1,0,1,0,1,0,0.81,0,0.81,0.81,0,0,0.41
2002,"JEWEL LAKE ROAD, ANCHORAGE","OLD INTERNATIONAL AIRPORT ROAD, ANCHORAGE",20700,4,3,1,0,1,0,1,0,0.53,0.4,0.13,0.13,0,0,0.36
2002,"JEWEL LAKE ROAD, ANCHORAGE","RASPBERRY ROAD, ANCHORAGE",23800,14,8,6,0,6,0,7,0,1.62,0.93,0.69,0.69,0,0,0.88
2002,"JEWEL LAKE ROAD, ANCHORAGE","STRAWBERRY ROAD, ANCHORAGE",14500,2,1,1,0,1,0,1,0,0.38,0.19,0.19,0.19,0,0,0.3
2002,"JEWEL LAKE ROAD, ANCHORAGE","WEST 82ND AVENUE, ANCHORAGE",13200,2,2,0,0,0,0,0,0,0.42,0.42,0,0,0,0,0.25
2002,"JEWEL LAKE ROAD, ANCHORAGE","WEST 84TH AVENUE, ANCHORAGE",13800,2,1,1,0,1,0,1,0,0.4,0.2,0.2,0.2,0,0,0.24
2002,"JEWEL LAKE ROAD, ANCHORAGE","WEST 88TH AVENUE, ANCHORAGE",16800,2,1,1,0,1,0,1,0,0.32,0.16,0.16,0.16,0,0,0.17
2002,"JEWEL LAKE ROAD, ANCHORAGE","WEST DIMOND BOULEVARD, ANCHORAGE",20800,15,9,6,0,6,0,6,0,1.97,1.18,0.79,0.79,0,0,1.05
2002,"JEWEL LAKE ROAD, ANCHORAGE","WEST INTERNATIONAL AIRPORT ROAD, ANCHORAGE",34800,43,26,17,1,16,0,22,0,3.38,2.04,1.34,1.26,0.08,0,1.98
2002,"JOHNS ROAD, ANCHORAGE","WEST KLATT ROAD, ANCHORAGE",10200,8,8,0,0,0,0,0,0,2.15,2.15,0,0,0,0,1.21
2002,"JUNEAU STREET, ANCHORAGE","EAST 15TH AVENUE, ANCHORAGE",9700,1,1,0,0,0,0,0,0,0.28,0.28,0,0,0,0,0
2002,"JUNEAU STREET, ANCHORAGE","EAST 4TH AVENUE, ANCHORAGE",10700,1,1,0,0,0,0,0,0,0.26,0.26,0,0,0,0,0.18
2002,"K STREET, ANCHORAGE","WEST 5TH AVENUE, ANCHORAGE",17800,6,5,1,0,1,0,1,0,0.92,0.77,0.15,0.15,0,0,0.77
2002,"K STREET, ANCHORAGE","WEST 6TH AVENUE, ANCHORAGE",4500,4,3,1,0,1,0,1,0,2.44,1.83,0.61,0.61,0,0,1.26
2002,"K STREET, ANCHORAGE","WEST 7TH AVENUE, ANCHORAGE",3000,3,3,0,0,0,0,0,0,2.74,2.74,0,0,0,0,0.99
2002,"KING STREET, ANCHORAGE","EAST 76TH AVENUE, ANCHORAGE",6800,1,1,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0.28
2002,"KING STREET, ANCHORAGE","EAST DIMOND BOULEVARD, ANCHORAGE",47600,21,16,5,0,5,0,5,0,1.21,0.92,0.29,0.29,0,0,0.74
2002,"KLEVIN STREET, ANCHORAGE","EAST 4TH AVENUE, ANCHORAGE",2300,1,1,0,0,0,0,0,0,1.19,1.19,0,0,0,0,0.5
2002,"L STREET, ANCHORAGE","WEST 10TH AVENUE, ANCHORAGE",18300,4,4,0,0,0,0,0,0,0.6,0.6,0,0,0,0,0.51
2002,"L STREET, ANCHORAGE","WEST 11TH AVENUE, ANCHORAGE",8800,5,5,0,0,0,0,0,0,1.56,1.56,0,0,0,0,0.73
2002,"L STREET, ANCHORAGE","WEST 12TH AVENUE, ANCHORAGE",19400,4,4,0,0,0,0,0,0,0.56,0.56,0,0,0,0,0.48
2002,"L STREET, ANCHORAGE","WEST 13TH AVENUE, ANCHORAGE",20300,7,7,0,0,0,0,0,0,0.94,0.94,0,0,0,0,0.54
2002,"L STREET, ANCHORAGE","WEST 4TH AVENUE, ANCHORAGE",6700,5,4,1,0,1,0,1,0,2.05,1.64,0.41,0.41,0,0,0.88
2002,"L STREET, ANCHORAGE","WEST 5TH AVENUE, ANCHORAGE",14400,10,9,1,0,1,0,2,0,1.9,1.71,0.19,0.19,0,0,1.01
2002,"L STREET, ANCHORAGE","WEST 6TH AVENUE, ANCHORAGE",15800,5,5,0,0,0,0,0,0,0.86,0.86,0,0,0,0,0.76
2002,"L STREET, ANCHORAGE","WEST 8TH AVENUE, ANCHORAGE",17000,11,10,1,0,1,0,1,0,1.77,1.61,0.16,0.16,0,0,1.45
2002,"L STREET, ANCHORAGE","WEST 9TH AVENUE, ANCHORAGE",18600,11,10,1,0,1,0,1,0,1.62,1.47,0.15,0.15,0,0,0.92
2002,"LAKE OTIS PARKWAY, ANCHORAGE","AZURITE COURT, ANCHORAGE",23300,5,5,0,0,0,0,0,0,0.59,0.59,0,0,0,0,0.52
2002,"LAKE OTIS PARKWAY, ANCHORAGE","EAST 56TH AVENUE, ANCHORAGE",32500,9,5,4,0,4,0,4,0,0.76,0.42,0.34,0.34,0,0,0.73
2002,"LAKE OTIS PARKWAY, ANCHORAGE","LORE ROAD, ANCHORAGE",25800,5,3,2,0,2,0,3,0,0.53,0.32,0.21,0.21,0,0,0.38
2002,"LAKE OTIS PARKWAY, ANCHORAGE","MAPLE AVENUE, ANCHORAGE",21000,3,2,1,0,1,0,1,0,0.39,0.26,0.13,0.13,0,0,0.34
2002,"LAKE OTIS PARKWAY, ANCHORAGE","O'MALLEY ROAD, ANCHORAGE",26200,19,11,8,0,8,0,9,0,1.99,1.15,0.84,0.84,0,0,1.11
2002,"LAKE OTIS PARKWAY, ANCHORAGE","SENTRY DRIVE, ANCHORAGE",14400,10,7,3,0,3,0,3,0,1.9,1.33,0.57,0.57,0,0,0
2002,"LAKE OTIS PARKWAY, ANCHORAGE","WALDRON DRIVE, ANCHORAGE",34200,11,5,6,0,6,0,6,0,0.88,0.4,0.48,0.48,0,0,0.52
2002,"LANE STREET, ANCHORAGE","EAST 4TH AVENUE, ANCHORAGE",1400,1,0,1,0,1,0,1,0,1.96,0,1.96,1.96,0,0,0.5
2002,"LAZY STREET, EAGLE RIVER","EASY STREET, EAGLE RIVER",700,1,1,0,0,0,0,0,0,3.91,3.91,0,0,0,0,0.67
2002,"LOIS DRIVE, ANCHORAGE","SPENARD ROAD, ANCHORAGE",22200,2,2,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0.17
2002,"LOIS DRIVE, ANCHORAGE","WEST BENSON BOULEVARD, ANCHORAGE",26400,3,3,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0.19
2002,"LOIS DRIVE, ANCHORAGE","WEST NORTHERN LIGHTS BOULEVARD, ANCHORAGE",15000,3,3,0,0,0,0,0,0,0.55,0.55,0,0,0,0,0
2002,"LORD BARANOF DRIVE, ANCHORAGE","KNIK AVENUE, ANCHORAGE",1700,1,1,0,0,0,0,0,0,1.61,1.61,0,0,0,0,0.45
2002,"MILKY WAY DRIVE, ANCHORAGE","WISCONSIN STREET, ANCHORAGE",10400,3,3,0,0,0,0,0,0,0.79,0.79,0,0,0,0,0.36
2002,"MINNESOTA DRIVE, ANCHORAGE","SPENARD ROAD, ANCHORAGE (SOUTH SIDE)",55500,34,22,11,1,10,1,14,1,1.68,1.09,0.54,0.49,0.05,0.05,1.06
2002,"MINNESOTA DRIVE, ANCHORAGE","WEST 26TH AVENUE, ANCHORAGE",35800,8,7,1,1,0,0,3,0,0.62,0.54,0.08,0,0.08,0,0.36
2002,"MINNESOTA DRIVE, ANCHORAGE","WEST 32ND AVENUE, ANCHORAGE (N.W. SIDE)",36200,6,3,3,0,3,0,5,0,0.46,0.23,0.23,0.23,0,0,0.44
2002,"MINNESOTA DRIVE, ANCHORAGE","WEST 33RD AVENUE, ANCHORAGE",38900,7,4,3,0,3,0,4,0,0.49,0.28,0.21,0.21,0,0,0.38
2002,"MINNESOTA DRIVE, ANCHORAGE","WEST 36TH AVENUE, ANCHORAGE",37100,7,5,2,0,2,0,2,0,0.51,0.37,0.14,0.14,0,0,0.39
2002,"MINNESOTA DRIVE, ANCHORAGE","WEST BENSON BOULEVARD, ANCHORAGE",54800,30,21,9,0,9,0,10,0,1.5,1.05,0.45,0.45,0,0,1.03
2002,"MINNESOTA DRIVE, ANCHORAGE","WEST NORTHERN LIGHTS BOULEVARD, ANCHORAGE",55700,45,32,12,0,12,1,13,1,2.22,1.58,0.59,0.59,0,0.05,1.53
2002,"MINNESOTA DRIVE, ANCHORAGE","WEST TUDOR ROAD, ANCHORAGE",51600,29,21,8,0,8,0,9,0,1.54,1.11,0.43,0.43,0,0,0.96
2002,"MINNESOTA E. OFF RAMP AT INTERNATIONAL, ANCHORAGE","WEST INTERNATIONAL AIRPORT ROAD, ANCHORAGE",15900,7,6,1,0,1,0,2,0,1.2,1.03,0.17,0.17,0,0,0.66
2002,"MINNESOTA W, ON RAMP AT INTERNATIONAL, ANCHORAGE","WEST INTERNATIONAL AIRPORT ROAD, ANCHORAGE",21200,3,1,2,0,2,0,2,0,0.39,0.13,0.26,0.26,0,0,0.23
2002,"MINNESOTA W. OFF RAMP AT 100TH, ANCHORAGE","WEST 100TH AVENUE, ANCHORAGE",9000,2,2,0,0,0,0,0,0,0.6,0.6,0,0,0,0,0
2002,"MOUNTAIN VIEW DRIVE, ANCHORAGE","NORTH BONIFACE PARKWAY, ANCHORAGE",19500,34,24,10,0,10,0,11,0,4.77,3.37,1.4,1.4,0,0,2.5
2002,"MOUNTAIN VIEW DRIVE, ANCHORAGE","NORTH MC CARREY STREET, ANCHORAGE",12100,3,2,1,0,1,0,1,0,0.68,0.45,0.23,0.23,0,0,0.51
2002,"MOUNTAIN VIEW DRIVE, ANCHORAGE","PARK LANE, ANCHORAGE",14200,2,1,1,0,1,0,2,0,0.38,0.19,0.19,0.19,0,0,0.19
2002,"MOUNTAIN VIEW DRIVE, ANCHORAGE","PRICE STREET, ANCHORAGE",16000,8,4,4,0,4,0,4,0,1.36,0.68,0.68,0.68,0,0,0.69
2002,"MULDOON ROAD, ANCHORAGE","EAST 3RD AVENUE, ANCHORAGE",14200,1,1,0,0,0,0,0,0,0.19,0.19,0,0,0,0,0.15
2002,"MULDOON ROAD, ANCHORAGE","EAST 4TH AVENUE, ANCHORAGE",31900,5,3,2,0,2,0,3,0,0.43,0.26,0.17,0.17,0,0,0.41
2002,"MULDOON ROAD, ANCHORAGE","PECK AVENUE, ANCHORAGE",30900,24,18,6,0,6,0,6,0,2.13,1.6,0.53,0.53,0,0,0
2002,"NELCHINA STREET, ANCHORAGE","EAST 15TH AVENUE, ANCHORAGE",21400,2,2,0,0,0,0,0,0,0.26,0.26,0,0,0,0,0
2002,"NEWELL STREET, ANCHORAGE","EAST 6TH AVENUE, ANCHORAGE",2900,3,2,1,0,1,0,1,0,2.82,1.88,0.94,0.94,0,0,0
2002,"NOBLEWOOD STREET, ANCHORAGE","WEST DIMOND BOULEVARD, ANCHORAGE",19100,1,1,0,0,0,0,0,0,0.14,0.14,0,0,0,0,0.1
2002,"NORM DRIVE, ANCHORAGE","EAST DOWLING ROAD, ANCHORAGE",3300,1,1,0,0,0,0,0,0,0.83,0.83,0,0,0,0,0.37
2002,"NORTH BLISS STREET, ANCHORAGE","THOMPSON AVENUE, ANCHORAGE",1700,3,3,0,0,0,0,0,0,4.83,4.83,0,0,0,0,1.35
2002,"NORTH EAGLE RIVER ACCESS ROAD, EAGLE RIVER","OLD GLENN HIGHWAY, EAGLE RIVER",16100,9,6,3,0,3,0,3,0,1.53,1.02,0.51,0.51,0,0,0.77
2002,"NORTH EAGLE RIVER LOOP ROAD, EAGLE RIVER","OLD GLENN HIGHWAY, EAGLE RIVER",31800,15,13,2,0,2,0,2,0,1.3,1.12,0.18,0.18,0,0,0.75
2002,"NORTH HOYT STREET, ANCHORAGE","THOMPSON AVENUE, ANCHORAGE",1800,1,1,0,0,0,0,0,0,1.52,1.52,0,0,0,0,0.56
2002,"NORTHWAY DRIVE, ANCHORAGE","PENLAND PARKWAY, ANCHORAGE",11200,5,3,2,0,2,0,2,0,1.21,0.73,0.48,0.48,0,0,0.88
2002,"NORTHWOOD STREET, ANCHORAGE","BEARFOOT DRIVE, ANCHORAGE",5400,2,1,1,0,1,0,1,0,1.02,0.51,0.51,0.51,0,0,0.56
2002,"NORTHWOOD STREET, ANCHORAGE","STRAWBERRY ROAD, ANCHORAGE",11200,7,6,1,0,1,0,1,0,1.7,1.46,0.24,0.24,0,0,0.79
2002,"NORTHWOOD STREET, ANCHORAGE","WEST 83RD AVENUE, ANCHORAGE",7300,3,2,1,0,1,0,2,0,1.13,0.75,0.38,0.38,0,0,0.57
2002,"O'MALLEY ROAD, ANCHORAGE","BIRCH ROAD, ANCHORAGE",12100,8,6,2,0,2,0,2,0,1.82,1.36,0.46,0.46,0,0,0.85
2002,"O'MALLEY ROAD, ANCHORAGE","OLD SEWARD HIGHWAY, ANCHORAGE",43800,44,32,12,0,12,0,15,0,2.75,2,0.75,0.75,0,0,1.67
2002,"O'MALLEY ROAD, ANCHORAGE","SEWARD E. OFF RAMP AT O'MALLEY, ANCHORAGE",26300,17,10,7,0,7,0,7,0,1.77,1.04,0.73,0.73,0,0,1.08
2002,"O'MALLEY ROAD, ANCHORAGE","SEWARD W. ON RAMP AT O'MALLEY, ANCHORAGE",29300,18,11,7,0,7,0,9,0,1.68,1.03,0.65,0.65,0,0,1.05
2002,"OLD SEWARD HIGHWAY, ANCHORAGE","EAST 38TH AVENUE, ANCHORAGE",12900,1,0,1,0,1,0,2,0,0.21,0,0.21,0.21,0,0,0.16
2002,"OLD SEWARD HIGHWAY, ANCHORAGE","EAST 42ND AVENUE, ANCHORAGE",14900,6,3,3,1,2,0,3,0,1.09,0.55,0.54,0.36,0.18,0,0.69
2002,"OLD SEWARD HIGHWAY, ANCHORAGE","EAST 45TH COURT, ANCHORAGE",23200,3,2,1,0,1,0,1,0,0.36,0.24,0.12,0.12,0,0,0.32
2002,"OLD SEWARD HIGHWAY, ANCHORAGE","EAST 48TH AVENUE, ANCHORAGE",21000,2,2,0,0,0,0,0,0,0.26,0.26,0,0,0,0,0.22
2002,"OLD SEWARD HIGHWAY, ANCHORAGE","FISCHER AVENUE, ANCHORAGE",18500,2,1,1,0,1,0,1,0,0.3,0.15,0.15,0.15,0,0,0.24
2002,"OLD SEWARD HIGHWAY, ANCHORAGE","RABBIT CREEK ROAD, ANCHORAGE",8400,2,2,0,0,0,0,0,0,0.66,0.66,0,0,0,0,0
2002,"OLD SEWARD HIGHWAY, ANCHORAGE","SEWARD W. ON RAMP AT OLD SEWARD, ANCHORAGE",7000,5,3,2,0,2,0,4,0,1.95,1.17,0.78,0.78,0,0,0.98
2002,"OLD SEWARD HIGHWAY, ANCHORAGE","SYLVAN DRIVE, ANCHORAGE",20900,8,5,3,0,3,0,3,0,1.04,0.65,0.39,0.39,0,0,0.61
2002,"OLD SEWARD HIGHWAY, ANCHORAGE","TELEPHONE AVENUE, ANCHORAGE",13500,6,1,5,0,5,0,7,0,1.21,0.2,1.01,1.01,0,0,0.93
2002,"ORCA STREET, ANCHORAGE","EAST 3RD AVENUE, ANCHORAGE",13200,6,6,0,0,0,0,0,0,1.25,1.25,0,0,0,0,0
2002,"PATTERSON STREET, ANCHORAGE","EAST 36TH AVENUE, ANCHORAGE",4200,1,1,0,0,0,0,0,0,0.65,0.65,0,0,0,0,0.33
2002,"PATTERSON STREET, ANCHORAGE","EAST TUDOR ROAD, ANCHORAGE",22400,6,6,0,0,0,0,0,0,0.74,0.74,0,0,0,0,0
2002,"PENLAND PARKWAY, ANCHORAGE","RODEO PLACE, ANCHORAGE",14700,5,4,1,0,1,0,3,0,0.94,0.75,0.19,0.19,0,0,0.5
2002,"POSTMARK DRIVE, ANCHORAGE","POINT WORONZOF DRIVE, ANCHORAGE",8100,3,3,0,0,0,0,0,0,1.02,1.02,0,0,0,0,0
2002,"PROVIDENCE DRIVE, ANCHORAGE","UAA DRIVE, ANCHORAGE",23600,6,4,2,0,2,0,2,0,0.69,0.46,0.23,0.23,0,0,0.42
2002,"PROVIDENCE DRIVE, ANCHORAGE","WELLNESS STREET, ANCHORAGE",20000,3,3,0,0,0,0,0,0,0.41,0.41,0,0,0,0,0.22
2002,"RACHEL CIRCLE, EAGLE RIVER","BEAUJOLAIS CIRCLE, EAGLE RIVER",1300,4,4,0,0,0,0,0,0,8.43,8.43,0,0,0,0,2.6
2002,"RAMPART DRIVE, ANCHORAGE","COMMERCIAL DRIVE, ANCHORAGE (EAST SIDE)",6100,1,1,0,0,0,0,0,0,0.45,0.45,0,0,0,0,0.26
2002,"RASPBERRY ROAD, ANCHORAGE","NORTHWOOD STREET, ANCHORAGE",23100,8,4,4,0,4,0,5,0,0.96,0.48,0.48,0.48,0,0,0.56
2002,"REEVE BOULEVARD, ANCHORAGE","VIKING DRIVE, ANCHORAGE",8400,5,2,3,0,3,0,4,0,1.64,0.66,0.98,0.98,0,0,0.87
2002,"ROSE STREET, ANCHORAGE","EAST 30TH AVENUE, ANCHORAGE",1300,1,1,0,0,0,0,0,0,2.11,2.11,0,0,0,0,0.65
2002,"ROSEWOOD STREET, ANCHORAGE","EAST DOWLING ROAD, ANCHORAGE",19100,1,1,0,0,0,0,0,0,0.14,0.14,0,0,0,0,0.12
2002,"SAND LAKE ROAD, ANCHORAGE","RASPBERRY ROAD, ANCHORAGE (NORTH SIDE)",5100,1,0,1,0,1,0,1,0,0.54,0,0.54,0.54,0,0,0.24
2002,"SCHODDE STREET, ANCHORAGE","COMMERCIAL DRIVE, ANCHORAGE",14900,2,2,0,0,0,0,0,0,0.37,0.37,0,0,0,0,0.29
2002,"SEWARD HIGHWAY, ANCHORAGE","EAST BENSON BOULEVARD, ANCHORAGE",80100,60,41,19,0,19,0,20,0,2.05,1.4,0.65,0.65,0,0,1.49
2002,"SOUTHPORT DRIVE, ANCHORAGE","WEST 100TH AVENUE, ANCHORAGE",14200,3,3,0,0,0,0,0,0,0.58,0.58,0,0,0,0,0.52
2002,"SPENARD ROAD, ANCHORAGE","IOWA DRIVE, ANCHORAGE (SOUTH SIDE)",20600,6,6,0,0,0,0,0,0,0.8,0.8,0,0,0,0,0.42
2002,"SPENARD ROAD, ANCHORAGE","MC RAE ROAD, ANCHORAGE",22700,6,5,1,0,1,0,1,0,0.72,0.6,0.12,0.12,0,0,0.39
2002,"SPENARD ROAD, ANCHORAGE","WEST 25TH AVENUE, ANCHORAGE (NORTH SIDE)",13200,7,5,2,0,2,0,3,0,1.46,1.04,0.42,0.42,0,0,1.1
2002,"SPENARD ROAD, ANCHORAGE","WEST 26TH AVENUE, ANCHORAGE (NORTH SIDE)",17700,4,4,0,0,0,0,0,0,0.61,0.61,0,0,0,0,0.51
2002,"SPENARD ROAD, ANCHORAGE","WEST 27TH AVENUE, ANCHORAGE",15200,13,8,5,0,5,0,5,0,2.34,1.44,0.9,0.9,0,0,1.48
2002,"SPENARD ROAD, ANCHORAGE","WEST 30TH AVENUE, ANCHORAGE",13600,6,6,0,0,0,0,0,0,1.21,1.21,0,0,0,0,0.92
2002,"SPENARD ROAD, ANCHORAGE","WEST 31ST AVENUE, ANCHORAGE",11700,1,1,0,0,0,0,0,0,0.23,0.23,0,0,0,0,0.17
2002,"SPENARD ROAD, ANCHORAGE","WEST 32ND AVENUE, ANCHORAGE (SOUTH SIDE)",13100,1,1,0,0,0,0,0,0,0.21,0.21,0,0,0,0,0.16
2002,"SPENARD ROAD, ANCHORAGE","WEST 33RD AVENUE, ANCHORAGE (SOUTH SIDE)",13400,5,4,1,0,1,0,1,0,1.02,0.82,0.2,0.2,0,0,0.78
2002,"SPENARD ROAD, ANCHORAGE","WEST 34TH AVENUE, ANCHORAGE",15000,2,2,0,0,0,0,0,0,0.36,0.36,0,0,0,0,0.28
2002,"SPENARD ROAD, ANCHORAGE","WEST 36TH AVENUE, ANCHORAGE",22400,12,9,3,0,3,0,4,0,1.47,1.1,0.37,0.37,0,0,0.79
2002,"SPENARD ROAD, ANCHORAGE","WEST FIREWEED LANE, ANCHORAGE",13400,8,8,0,0,0,0,0,0,1.63,1.63,0,0,0,0,0.85
2002,"SPENARD ROAD, ANCHORAGE","WISCONSIN STREET, ANCHORAGE",24800,16,11,5,0,5,0,5,0,1.76,1.21,0.55,0.55,0,0,0.97
2002,"TAYLOR STREET, ANCHORAGE","PETERKIN AVENUE, ANCHORAGE",2600,2,2,0,0,0,0,0,0,2.11,2.11,0,0,0,0,0.95
2002,"TIMBERLANE DRIVE, ANCHORAGE","WEST KLATT ROAD, ANCHORAGE",9100,2,2,0,0,0,0,0,0,0.6,0.6,0,0,0,0,0.26
2002,"TOILSOME HILL DRIVE, ANCHORAGE","UPPER HUFFMAN ROAD, ANCHORAGE",800,3,3,0,0,0,0,0,0,10.27,10.27,0,0,0,0,1.91
2002,"TURNAGAIN PARKWAY, ANCHORAGE","WEST NORTHERN LIGHTS BOULEVARD, ANCHORAGE",22700,7,4,3,0,3,0,3,0,0.84,0.48,0.36,0.36,0,0,0.46
2002,"TURNAGAIN STREET, ANCHORAGE","WEST 32ND AVENUE, ANCHORAGE",2600,3,3,0,0,0,0,0,0,3.16,3.16,0,0,0,0,0
2002,"TURNAGAIN STREET, ANCHORAGE","WEST NORTHERN LIGHTS BOULEVARD, ANCHORAGE",26300,11,7,4,0,4,0,6,0,1.15,0.73,0.42,0.42,0,0,0.63
2002,"TWINING DRIVE, ANCHORAGE","PERRY DRIVE, ANCHORAGE",1500,1,1,0,0,0,0,0,0,1.83,1.83,0,0,0,0,0.61
2002,"UNION SQUARE DRIVE, ANCHORAGE","WEST TUDOR ROAD, ANCHORAGE",38800,3,2,1,0,1,0,1,0,0.21,0.14,0.07,0.07,0,0,0.16
2002,"VALARIAN STREET, ANCHORAGE","EAST 15TH AVENUE, ANCHORAGE",1100,2,2,0,0,0,0,0,0,4.98,4.98,0,0,0,0,1.11
2002,"VICTOR ROAD, ANCHORAGE","WEST DIMOND BOULEVARD, ANCHORAGE",33000,17,10,7,0,7,0,7,0,1.41,0.83,0.58,0.58,0,0,0.82
2002,"WESLEYAN DRIVE, ANCHORAGE","MARION AVENUE, ANCHORAGE",1200,1,1,0,0,0,0,0,0,2.28,2.28,0,0,0,0,0.61
2002,"WEST 4TH AVENUE, ANCHORAGE","D STREET, ANCHORAGE",6600,3,3,0,0,0,0,0,0,1.25,1.25,0,0,0,0,0.53
2002,"WEST 4TH AVENUE, ANCHORAGE","F STREET, ANCHORAGE",7100,1,1,0,0,0,0,0,0,0.39,0.39,0,0,0,0,0.17
2002,"WEST 7TH AVENUE, ANCHORAGE","E STREET, ANCHORAGE",6300,6,6,0,0,0,0,0,0,2.61,2.61,0,0,0,0,1.1
2002,"WEST BENSON BOULEVARD, ANCHORAGE","EUREKA STREET, ANCHORAGE",24400,7,6,1,0,1,0,1,0,0.78,0.67,0.11,0.11,0,0,0
2002,"WEST BENSON BOULEVARD, ANCHORAGE","SPENARD ROAD, ANCHORAGE",33800,37,26,11,1,10,0,18,0,2.99,2.1,0.89,0.81,0.08,0,1.91
2002,"WEST DIMOND BOULEVARD, ANCHORAGE","SAND LAKE ROAD, ANCHORAGE",2600,1,0,1,0,1,0,1,0,1.05,0,1.05,1.05,0,0,0.43
2002,"WEST NORTHERN LIGHTS BOULEVARD, ANCHORAGE","SPENARD ROAD, ANCHORAGE",31500,39,27,12,1,11,0,16,0,3.4,2.35,1.05,0.96,0.09,0,2.13
2002,"WESTWIND DRIVE, ANCHORAGE","SPINNAKER DRIVE, ANCHORAGE (NORTH SIDE)",2400,1,1,0,0,0,0,0,0,1.14,1.14,0,0,0,0,0.44
2002,"WESTWIND DRIVE, ANCHORAGE","TRADEWIND DRIVE, ANCHORAGE",1800,3,3,0,0,0,0,0,0,4.56,4.56,0,0,0,0,1.53
2002,"WINDSOR PLACE, ANCHORAGE","RASPBERRY ROAD, ANCHORAGE",9600,3,1,2,0,2,0,2,0,0.86,0.29,0.57,0.57,0,0,0.47
2002,"WINTER PARK PLACE, EAGLE RIVER","FARM AVENUE, EAGLE RIVER",1900,3,3,0,0,0,0,0,0,4.32,4.32,0,0,0,0,0
2002,"WOODLAND DRIVE, ANCHORAGE","SPENARD ROAD, ANCHORAGE",21000,3,2,1,0,1,0,1,0,0.39,0.26,0.13,0.13,0,0,0.34
2002,"WRIGHT STREET, ANCHORAGE","EAST 42ND AVENUE, ANCHORAGE",2300,2,2,0,0,0,0,0,0,2.38,2.38,0,0,0,0,0.77
2003,"A STREET, ANCHORAGE","WEST 10TH AVENUE, ANCHORAGE",18200,7,1,6,0,6,0,8,0,1.05,0.15,0.9,0.9,0,0,0
2003,"A STREET, ANCHORAGE","WEST 13TH AVENUE, ANCHORAGE",15100,4,1,3,1,2,0,4,0,0.72,0.18,0.54,0.36,0.18,0,0
